Tier,Segment,Institution_Name,Chief Information Security Officer,Head of Governance Risk & Compliance,Chief Financial Officer,Chief Risk Officer,Head of Compliance,Chief Information Officer,Head of Internal Audit
3,MSBs,ToyyibPay Sdn Bhd,"NOT FOUND [Malaysian Shariah-compliant payment gateway founded 2019 (Bandar Tasik Selatan KL, 11-50 employees). toyyibpay.com has no leadership/team info. 5 LinkedIn employee names found (Zaiem Bakar, Muhammad Anwar, Atiqah Ghaffar, Nur Syakilah Rohaney, Ahmad Shahril Ibrahim) but individual profiles blocked - titles unknown. 0/7 target roles.]",NOT FOUND [ToyyibPay Sdn Bhd is a small Malaysian payment gateway. No public C-suite leadership data available. conf 85],NOT FOUND [ToyyibPay Sdn Bhd is a small Malaysian payment gateway. No public C-suite leadership data available. conf 85],NOT FOUND [ToyyibPay Sdn Bhd is a small Malaysian payment gateway. No public C-suite leadership data available. conf 85],NOT FOUND [ToyyibPay Sdn Bhd is a small Malaysian payment gateway. No public C-suite leadership data available. conf 85],NOT FOUND [ToyyibPay Sdn Bhd is a small Malaysian payment gateway. No public C-suite leadership data available. conf 85],NOT FOUND [ToyyibPay Sdn Bhd is a small Malaysian payment gateway. No public C-suite leadership data available. conf 85]
4,Card Schemes,UOB Lazada Visa Card,"Tobias Gondrom (Group CISO, UOB Group) [Web search, conf 75] [INHERITED from UOB Malaysia Berhad - product brand governance]",Tan Tii Lam (CRO) + Loke Chee Keen Daniel (Compliance) [Group-level composite] [INHERITED from UOB Malaysia Berhad - product brand governance],Chang Yeong Gung (CFO) [INHERITED from UOB Malaysia Berhad - product brand governance],Tan Tii Lam (CRO) [INHERITED from UOB Malaysia Berhad - product brand governance],Loke Chee Keen Daniel (Head Compliance) [INHERITED from UOB Malaysia Berhad - product brand governance],Mohamad Fazli Bin Mohamad Sarujee (Head Technology & Operations) [INHERITED from UOB Malaysia Berhad - product brand governance],Wong See Hong Bill (Head Internal Audit) [INHERITED from UOB Malaysia Berhad - product brand governance]
1,Licensed Banks,UOB Malaysia Berhad,"Tobias Gondrom (Group CISO, UOB Group) [Web search, conf 75]",Tan Tii Lam (CRO) + Loke Chee Keen Daniel (Compliance) [Group-level composite],Chang Yeong Gung (CFO),Tan Tii Lam (CRO),Loke Chee Keen Daniel (Head Compliance),Mohamad Fazli Bin Mohamad Sarujee (Head Technology & Operations),Wong See Hong Bill (Head Internal Audit)
3,MSBs,Wallex Sdn Bhd,NOT FOUND — Wallex is a private cross-border payments fintech; CISO not publicly disclosed,NOT FOUND [Wallex Sdn Bhd website (wallex.com.my) is a parked domain (Exabytes). No active web presence or public C-suite leadership data. Firecrawl agent confirmed no public data. conf 90],NOT FOUND — Wallex is a private cross-border payments fintech; CFO not publicly disclosed,NOT FOUND — Wallex is a private cross-border payments fintech; CRO not publicly disclosed,"Dee Patria Adithana, GRCP (Legal & Compliance Counsel, M-DAQ Global - parent) [Official: wallex.asia/en-sg/about-us + LinkedIn id.linkedin.com/in/dee-patria-adithana, conf 80 - Indonesia-based, inherited to Wallex Malaysia entity. Wallex.com DNS-fails; correct domain wallex.asia. M-DAQ HQ Singapore, PJ Malaysia office.]",NOT FOUND [Wallex Sdn Bhd website (wallex.com.my) is a parked domain (Exabytes). No active web presence or public C-suite leadership data. Firecrawl agent confirmed no public data. conf 90],NOT FOUND — Wallex is a private cross-border payments fintech; CAE not publicly disclosed
4,E-Money,WeChat Pay Malaysia Sdn Bhd,NOT FOUND [WeChat Pay Malaysia is Tencent's cross-border payment product. No Malaysia-specific C-suite executives. Functions handled at Tencent/WeChat Pay HQ level (China). conf 90],NOT FOUND [WeChat Pay Malaysia is Tencent's cross-border payment product. No Malaysia-specific C-suite executives. Functions handled at Tencent/WeChat Pay HQ level (China). conf 90],NOT FOUND [WeChat Pay Malaysia is Tencent's cross-border payment product. No Malaysia-specific C-suite executives. Functions handled at Tencent/WeChat Pay HQ level (China). conf 90],NOT FOUND [WeChat Pay Malaysia is Tencent's cross-border payment product. No Malaysia-specific C-suite executives. Functions handled at Tencent/WeChat Pay HQ level (China). conf 90],NOT FOUND [WeChat Pay Malaysia is Tencent's cross-border payment product. No Malaysia-specific C-suite executives. Functions handled at Tencent/WeChat Pay HQ level (China). conf 90],NOT FOUND [WeChat Pay Malaysia is Tencent's cross-border payment product. No Malaysia-specific C-suite executives. Functions handled at Tencent/WeChat Pay HQ level (China). conf 90],NOT FOUND [WeChat Pay Malaysia is Tencent's cross-border payment product. No Malaysia-specific C-suite executives. Functions handled at Tencent/WeChat Pay HQ level (China). conf 90]
3,MSBs,Wise (formerly TransferWise) Malaysia Sdn Bhd,NOT FOUND — Wise Malaysia operates as branch of Wise Payments Ltd (UK); CISO function managed at group level,"Jessica Winter (Chief Legal Officer / General Counsel, Wise Plc global) [Official: owners.wise.com/governance/leadership-team, conf 65 - General Counsel at UK fintechs typically oversees governance, risk, and compliance coordination; Wise Malaysia subsidiary inherits from parent]","Emmanuel Thomassin (Chief Financial Officer, Wise Plc global) [Official: owners.wise.com/governance/leadership-team, conf 95]",NOT FOUND — Wise Malaysia operates as branch of Wise Payments Ltd (UK); CRO function managed at group level,"Nita Patel (Group Chief Compliance Officer, Wise Plc global) [Official: owners.wise.com/governance/leadership-team, conf 95]","Harsh Sinha (Chief Technology Officer, Wise Plc global) [Official: owners.wise.com/governance/leadership-team, conf 95]",NOT FOUND — Wise Malaysia operates as branch of Wise Payments Ltd (UK); internal audit managed at group level
3,MSBs,Xendit Technologies (Malaysia) Sdn Bhd,"NOT FOUND [Malaysia entity formed via Payex acquisition 2023-2025. No Malaysia-specific CISO/CFO/CRO/Compliance/IA/GRC publicly listed. Parent Xendit (Indonesia unicorn) CTO inherited for CIO/CTO role. Offices in Penang + KL, 4500+ MY businesses onboarded.]",NOT FOUND [Xendit Technologies Malaysia is a subsidiary of Indonesian Xendit (Payex acquisition). No Malaysia-specific C-suite executives for target roles. Functions handled at Xendit HQ (Jakarta). conf 90],NOT FOUND [Xendit Technologies Malaysia is a subsidiary of Indonesian Xendit (Payex acquisition). No Malaysia-specific C-suite executives for target roles. Functions handled at Xendit HQ (Jakarta). conf 90],NOT FOUND [Xendit Technologies Malaysia is a subsidiary of Indonesian Xendit (Payex acquisition). No Malaysia-specific C-suite executives for target roles. Functions handled at Xendit HQ (Jakarta). conf 90],NOT FOUND [Xendit Technologies Malaysia is a subsidiary of Indonesian Xendit (Payex acquisition). No Malaysia-specific C-suite executives for target roles. Functions handled at Xendit HQ (Jakarta). conf 90],"Bo Chen (Chief Technology Officer, Xendit - parent) [Official: xendit.co/en/company/, conf 80 - inherited to Malaysia entity. Xendit acquired Payex (BNM-licensed) 2023, full acquisition 2025. Malaysia Country Manager: Jayson Poon (official press release Oct 2025, conf 98, non-target). GM Malaysia: Jason Siew (press release Sep 2025, conf 98, non-target). Parent CEO: Moses Lo, COO: Tessa Wijaya (non-target).]",NOT FOUND [Xendit Technologies Malaysia is a subsidiary of Indonesian Xendit (Payex acquisition). No Malaysia-specific C-suite executives for target roles. Functions handled at Xendit HQ (Jakarta). conf 90]
2,Insurers,Zurich Life Insurance Malaysia Berhad,"Not publicly disclosed on leadership page [Official: zurich.com.my/about-zurich/the-zurich-story/our-leaders — as of Jul 2026, conf 30]. Confirmed Jul 2026: Official Our Leaders page (zurich.com.my/about-zurich/the-zurich-story/our-leaders) lists Country CEO Junior Cho, Life CEO Pauline Teoh, Takaful CEO Nur Fatihah Mustafa, board directors + Shariah committee only; no CISO/CRO/Compliance/CIO/GRC at management level. conf 95","Not publicly disclosed on leadership page [Official: zurich.com.my/about-zurich/the-zurich-story/our-leaders — as of Jul 2026, conf 30]. Confirmed Jul 2026: Official Our Leaders page (zurich.com.my/about-zurich/the-zurich-story/our-leaders) lists Country CEO Junior Cho, Life CEO Pauline Teoh, Takaful CEO Nur Fatihah Mustafa, board directors + Shariah committee only; no CISO/CRO/Compliance/CIO/GRC at management level. conf 95","Timothy William Howell (Executive Director / Head of Finance & CFO Asia Pacific) [Official: Zurich Life Insurance Malaysia Berhad AR 2024 PDF — Corporate Governance Statement p.6, conf 95. Appointed Executive Director 1 Nov 2021. Also serves as Board Member for Zurich General Insurance Malaysia Berhad, Zurich Services (HK), Cover-More Group, Zurich Travel Solutions, Zurich Life Insurance Japan.]","Not publicly disclosed on leadership page [Official: zurich.com.my/about-zurich/the-zurich-story/our-leaders — as of Jul 2026, conf 30]. Confirmed Jul 2026: Official Our Leaders page (zurich.com.my/about-zurich/the-zurich-story/our-leaders) lists Country CEO Junior Cho, Life CEO Pauline Teoh, Takaful CEO Nur Fatihah Mustafa, board directors + Shariah committee only; no CISO/CRO/Compliance/CIO/GRC at management level. conf 95","Not publicly disclosed on leadership page [Official: zurich.com.my/about-zurich/the-zurich-story/our-leaders — as of Jul 2026, conf 30]. Confirmed Jul 2026: Official Our Leaders page (zurich.com.my/about-zurich/the-zurich-story/our-leaders) lists Country CEO Junior Cho, Life CEO Pauline Teoh, Takaful CEO Nur Fatihah Mustafa, board directors + Shariah committee only; no CISO/CRO/Compliance/CIO/GRC at management level. conf 95","Not publicly disclosed on leadership page [Official: zurich.com.my/about-zurich/the-zurich-story/our-leaders — as of Jul 2026, conf 30]. Confirmed Jul 2026: Official Our Leaders page (zurich.com.my/about-zurich/the-zurich-story/our-leaders) lists Country CEO Junior Cho, Life CEO Pauline Teoh, Takaful CEO Nur Fatihah Mustafa, board directors + Shariah committee only; no CISO/CRO/Compliance/CIO/GRC at management level. conf 95","Onn Kien Hoe (Chairman of Audit Committee) [Official: Zurich Life Insurance Malaysia Berhad AR 2024 PDF — Corporate Governance Statement p.4,7, conf 95 — board-level oversight, not executive CAE. Chaired all 6/6 Audit Committee meetings in FY2024. INED, Crowe Malaysia partner. No named executive Head of Internal Audit in AR 2024.]"
2,Takaful,Zurich Takaful Malaysia Berhad,"Not publicly disclosed on leadership page [Official: zurich.com.my/about-zurich/the-zurich-story/our-leaders — as of Jul 2026, conf 30]. Confirmed Jul 2026: Official Our Leaders page (zurich.com.my/about-zurich/the-zurich-story/our-leaders) lists 4 entity CEOs + board + Shariah committee only; no CISO/CRO/Compliance/CIO/GRC disclosed. conf 95","Not publicly disclosed on leadership page [Official: zurich.com.my/about-zurich/the-zurich-story/our-leaders — as of Jul 2026, conf 30]. Confirmed Jul 2026: Official Our Leaders page (zurich.com.my/about-zurich/the-zurich-story/our-leaders) lists 4 entity CEOs + board + Shariah committee only; no CISO/CRO/Compliance/CIO/GRC disclosed. conf 95","Not publicly disclosed — likely shared with Zurich Life [Official: zurich.com.my/about-zurich/the-zurich-story/our-leaders — as of Jul 2026, conf 25]. Confirmed Jul 2026: Zurich Our Leaders page does not list a separate CFO for Takaful entity; likely shared with Zurich Life (Timothy William Howell). conf 90","Not publicly disclosed on leadership page [Official: zurich.com.my/about-zurich/the-zurich-story/our-leaders — as of Jul 2026, conf 30]. Confirmed Jul 2026: Official Our Leaders page (zurich.com.my/about-zurich/the-zurich-story/our-leaders) lists 4 entity CEOs + board + Shariah committee only; no CISO/CRO/Compliance/CIO/GRC disclosed. conf 95","Not publicly disclosed on leadership page [Official: zurich.com.my/about-zurich/the-zurich-story/our-leaders — as of Jul 2026, conf 30]. Confirmed Jul 2026: Official Our Leaders page (zurich.com.my/about-zurich/the-zurich-story/our-leaders) lists 4 entity CEOs + board + Shariah committee only; no CISO/CRO/Compliance/CIO/GRC disclosed. conf 95","Not publicly disclosed on leadership page [Official: zurich.com.my/about-zurich/the-zurich-story/our-leaders — as of Jul 2026, conf 30]. Confirmed Jul 2026: Official Our Leaders page (zurich.com.my/about-zurich/the-zurich-story/our-leaders) lists 4 entity CEOs + board + Shariah committee only; no CISO/CRO/Compliance/CIO/GRC disclosed. conf 95","Jan Yoke Lan (Chairperson of Audit Committee) [Official: Zurich Takaful Malaysia Berhad AR 2024 PDF — Corporate Governance Statement p.4,7, conf 95 — board-level oversight, not executive CAE. Chaired Audit Committee (15/16 meetings attended FY2024). INED, former BNM 10 years, former Senior Research Analyst UBS/RHB. No named executive Head of Internal Audit in AR 2024.]"
6,Fintech Registered,iPay88 (M) Sdn Bhd,"Alex Wah|Head of IT Cum CISO|70|https://rocketreach.co/ipay88-management_b5e52ecdf42e67ac|iPay88 CISO (RocketReach source - MEDIUM confidence) [Parent: NTT DATA Payment Services (formerly GHL Systems Berhad), acquired by NTT DATA Japan]",NOT FOUND [iPay88 does not publicly list C-suite executives beyond CISO (Alex Wah). Firecrawl agent research (Jul 2026) confirmed no public leadership data. conf 85],NOT FOUND — iPay88 is a private payment gateway (acquired by NTT Data); CFO not publicly disclosed,"Khushwant Singh (Group Chief Risk & Credit Officer, NTT DATA Payment Services - parent co formerly GHL Systems) [Source: LinkedIn linkedin.com/company/nttdataps/, conf 85 - confirmed via CRO Summit 2026 panel & eKYC webinar]",NOT FOUND — iPay88 is a private payment gateway; compliance head not publicly disclosed,NOT FOUND [iPay88 does not publicly list C-suite executives beyond CISO (Alex Wah). Firecrawl agent research (Jul 2026) confirmed no public leadership data. conf 85],NOT FOUND — iPay88 is a private payment gateway; CAE not publicly disclosed
1,Licensed Banks,Bank Muamalat Malaysia Berhad,"Ts. Dr. Ismamuradi Abdul Kadir (CISO, CCISO) [LinkedIn: my.linkedin.com/in/ts-dr-ismamuradi-abdul-kadir-a99099a1; TheOfficialBoard; Cyber Security Professional of The Year 2023; Best CISO of The Year 2025 (5th Annual Cyber Security & Threat Intelligence Summit), conf 90]","Nasha Phedra binti Amin (Head, Legal & Secretarial) [Official: muamalat.com.my]",Amirul Nasir Abdul Rahim (Chief Financial Officer) [Official: muamalat.com.my],Hamidi A Razak (Chief Risk Officer) [Official: muamalat.com.my],Wan Kamarudin Wan Omar (Chief Compliance Officer) [Official: muamalat.com.my],Ts. Megat Mohammad Faisal Khir Johari (Chief Technology Officer) [Official: muamalat.com.my],Faidzuel Bin Zain (Chief Internal Auditor) [Official: muamalat.com.my]
1,Licensed Banks,Bank of America Malaysia Berhad,"NOT FOUND — BofA Malaysia CISO function managed at group level (Bank of America Corp, US); not published for Malaysian entity","NOT FOUND [BAMB FY2024 FS PDF does not name GRC head. Source: BAMB FY2024 FS PDF, conf 90]","Wong Poh Leng (Officer primarily responsible for the financial management of Bank of America Malaysia Berhad) [Official: BAMB FY2024 Financial Statements - Statutory Declaration pursuant to Section 251(1) Companies Act 2016, conf 95]. CEO/Executive Director: Gautam Padmakar Puntambekar (current CEO, appointed before FY2024) [Official: BAMB FY2024 FS - Directors and Remuneration, conf 95]. Previous CEO: Raymond Yeoh Cheng Seong (FY2023). Chairman: Anthony Lim Choon Eng (appointed 26 March 2024).",NOT FOUND — BofA Malaysia CRO function managed at group level; not published for Malaysian entity,NOT FOUND — BofA Malaysia compliance function managed at group level; not published for Malaysian entity,"NOT FOUND [BAMB FY2024 FS PDF does not name CIO/CTO. Source: BAMB FY2024 FS PDF, conf 90]",NOT FOUND — BofA Malaysia internal audit managed at group level; not published for Malaysian entity
