Tier,Segment,Institution_Name,Chief Information Security Officer,Head of Governance Risk & Compliance,Chief Financial Officer,Chief Risk Officer,Head of Compliance,Chief Information Officer,Head of Internal Audit
2,Takaful,Takaful IKHLAS Berhad,NOT FOUND [Official: takaful-ikhlas.com.my/corporate/our-leadership (6 SMT execs) + mnrb.com.my/about-us/our-leadership (11 group execs) — no CISO listed at subsidiary or group level. CISO function may report under CIO (Lee Kok Seong). conf 30],"Abd Ghafur Ahmad (Senior VP & Group Chief Compliance Officer, MNRB Group) [Official: mnrb.com.my/about-us/our-leadership, conf 75 - Group Chief Compliance Officer functionally covers GRC; same person as Head of Compliance column]","Sharmini Perampalam (Executive VP and Group CFO, MNRB Group) [Official: mnrb.com.my, conf 75 - group-level]",NOT FOUND [Official: mnrb.com.my/about-us/our-leadership (11 group execs) — no Group CRO listed. CRO function may be integrated into Group Chief Compliance Officer (Abd Ghafur Ahmad). conf 30],"Abd Ghafur Ahmad (Senior VP & Group Chief Compliance Officer, MNRB Group) [Official: mnrb.com.my, conf 75 - group-level]","Lee Kok Seong (Senior VP & Chief Information Officer) [Malaysian Insurance Directory 2025/2026, conf 90]","Haniza Filzah Hayani Abu Haniffa (Senior VP and Group Chief Internal Auditor, MNRB Group) [Official: mnrb.com.my, conf 75 - group-level]"
3,Development FIs,Tekun Nasional,"NOT FOUND [Tekun Nasional (tekun.gov.my) scraped — contact info only, no leadership/management page found. No CISO publicly listed. Sources: tekun.gov.my, conf 20]","NOT FOUND [Official org chart (tekun.gov.my/wp-content/uploads/2026/06/Carta-Pengurusan-Tertinggi-1.6.2026-1.pdf, dated 1.6.2026) shows only 5 top execs: CEO + 4 Deputy CEOs (Strategic Development, Finance, Operations, Management). No dedicated GRC/Risk/Compliance role at executive level. GRC functions likely embedded under Deputy CEO (Management) — Encik Mohamad Shiblie Abg Sapuan. v5.10 confirmed; conf 90]","Hj. Aishamuddin bin Zulkefli (Timbalan Ketua Pegawai Eksekutif (Kewangan) / Deputy CEO Finance) [Official: tekun.gov.my PDF org chart, conf 90]","Hj Mohamad Razman bin Razak (Ketua Jabatan Pengurusan Risiko / Head of Risk Management) [Official: tekun.gov.my PDF org chart, conf 90]","Jalilah Che Bidin (Ketua Jabatan Integriti & Tadbir Urus / Head of Integrity & Governance) [Official: tekun.gov.my PDF org chart, conf 90]","Hj. Muhammad Yusman bin Yusoff (Ketua Jabatan Teknologi Maklumat / Head of IT) [Official: tekun.gov.my PDF org chart, conf 90]","Md Rukemi bin Ishak (Ketua Jabatan Audit Dalam / Head of Internal Audit) [Official: tekun.gov.my PDF org chart, conf 90]"
2,Insurers,Tokio Marine Life Insurance Malaysia Bhd,"NOT FOUND [Checked: tokiomarine.com/my/en/life/about-us/our-board-of-directors-and-management-team.html (lists 9 senior executives - CEO, Deputy CEO, CFO + 7 functional heads - no CISO). Notably, even known C-suite (CRO Andrew Ngou, CIO Nicholas Tan, Compliance Loh Chee Hoong, IA Wong Kah Keong) are NOT on the public page, indicating it is highly selective. Financial Statement 2024 PDF could not be scraped. Conf 20.]","NOT FOUND [Checked: same Tokio Marine Life Malaysia sources. Official management team page lists no Head of GRC or equivalent combined role. Known roles (CRO, Compliance, Internal Audit) are separate/distinct at this entity, suggesting GRC may not be a combined role. Conf 20.]","Tham Kok Yoke (Chief Financial Officer) [Official: tokiomarine.com/my/en/life/about-us/our-board-of-directors-and-management-team.html, conf 95]","Andrew Ngou Chee Mun (Chief Risk Officer) [Malaysian Insurance Directory 2025/2026, conf 90]","Loh Chee Hoong (Head of Compliance) [Malaysian Insurance Directory 2025/2026, conf 90]","Nicholas Tan Chin Yau (Chief Information Officer) [Malaysian Insurance Directory 2025/2026, conf 90]","Wong Kah Keong (Head of Internal Audit) [Malaysian Insurance Directory 2025/2026, conf 90]"
4,E-Money,Touch 'n Go eWallet (TNG Digital Sdn Bhd),Suresh Balachandran|Chief Information Security Officer|85|https://ciosea.economictimes.indiatimes.com/news/security/know-your-ciso-suresh-balachandran/109493799|CISO and Director at Touch 'n Go Group [ETCIOSEA article Apr 2024 + ZoomInfo confirmed. 15+ years cybersecurity experience],"Dunstan Gerald Maurice|Chief Risk, Compliance & Governance Officer|95|https://www.touchngo.com.my/about-us/leadership/|Combined CRO/Compliance/GRC role",Lai Mee Fong|Chief Financial Officer|95|https://www.touchngo.com.my/about-us/leadership/|TNG Digital CFO,"Dunstan Gerald Maurice|Chief Risk, Compliance & Governance Officer|95|https://www.touchngo.com.my/about-us/leadership/|Combined CRO/Compliance/GRC role","Dunstan Gerald Maurice|Chief Risk, Compliance & Governance Officer|95|https://www.touchngo.com.my/about-us/leadership/|Combined CRO/Compliance/GRC role",Desmond Chin Ye Foong|Chief Technology Officer|95|https://www.touchngo.com.my/about-us/leadership/|TNG Digital CTO (maps to CIO/CTO role),"Hairul Imran|Director, Internal Audit|80|https://my.linkedin.com/in/hairulimran|TNG Digital Director of Internal Audit [LinkedIn confirmed]"
4,Card Schemes,Touch n Go Visa Prepaid Card,Suresh Balachandran|Chief Information Security Officer|85|https://ciosea.economictimes.indiatimes.com/news/security/know-your-ciso-suresh-balachandran/109493799|CISO and Director at Touch 'n Go Group [ETCIOSEA article Apr 2024 + ZoomInfo confirmed. 15+ years cybersecurity experience],"Dunstan Gerald Maurice|Chief Risk, Compliance & Governance Officer|95|https://www.touchngo.com.my/about-us/leadership/|Combined CRO/Compliance/GRC role [INHERITED from TNG Digital Sdn Bhd - product brand governance]",Lai Mee Fong|Chief Financial Officer|95|https://www.touchngo.com.my/about-us/leadership/|TNG Digital CFO [INHERITED from TNG Digital Sdn Bhd - product brand governance],"Dunstan Gerald Maurice|Chief Risk, Compliance & Governance Officer|95|https://www.touchngo.com.my/about-us/leadership/|Combined CRO/Compliance/GRC role [INHERITED from TNG Digital Sdn Bhd - product brand governance]","Dunstan Gerald Maurice|Chief Risk, Compliance & Governance Officer|95|https://www.touchngo.com.my/about-us/leadership/|Combined CRO/Compliance/GRC role [INHERITED from TNG Digital Sdn Bhd - product brand governance]",Desmond Chin Ye Foong|Chief Technology Officer|95|https://www.touchngo.com.my/about-us/leadership/|TNG Digital CTO (maps to CIO/CTO role) [INHERITED from TNG Digital Sdn Bhd - product brand governance],"Hairul Imran|Director, Internal Audit|80|https://my.linkedin.com/in/hairulimran|TNG Digital Director of Internal Audit [LinkedIn confirmed]"
3,MSBs,Touch n Go eWallet Sdn Bhd,Suresh Balachandran|Chief Information Security Officer|85|https://ciosea.economictimes.indiatimes.com/news/security/know-your-ciso-suresh-balachandran/109493799|CISO and Director at Touch 'n Go Group [ETCIOSEA article Apr 2024 + ZoomInfo confirmed. 15+ years cybersecurity experience],"Dunstan Gerald Maurice|Chief Risk, Compliance & Governance Officer|95|https://www.touchngo.com.my/about-us/leadership/|Combined CRO/Compliance/GRC role",Lai Mee Fong|Chief Financial Officer|95|https://www.touchngo.com.my/about-us/leadership/|TNG Digital CFO,"Dunstan Gerald Maurice|Chief Risk, Compliance & Governance Officer|95|https://www.touchngo.com.my/about-us/leadership/|Combined CRO/Compliance/GRC role","Dunstan Gerald Maurice|Chief Risk, Compliance & Governance Officer|95|https://www.touchngo.com.my/about-us/leadership/|Combined CRO/Compliance/GRC role",Desmond Chin Ye Foong|Chief Technology Officer|95|https://www.touchngo.com.my/about-us/leadership/|TNG Digital CTO (maps to CIO/CTO role),"Hairul Imran|Director, Internal Audit|80|https://my.linkedin.com/in/hairulimran|TNG Digital Director of Internal Audit [LinkedIn confirmed]"
3,MSBs,ToyyibPay Sdn Bhd,"NOT FOUND [Malaysian Shariah-compliant payment gateway founded 2019 (Bandar Tasik Selatan KL, 11-50 employees). toyyibpay.com has no leadership/team info. 5 LinkedIn employee names found (Zaiem Bakar, Muhammad Anwar, Atiqah Ghaffar, Nur Syakilah Rohaney, Ahmad Shahril Ibrahim) but individual profiles blocked - titles unknown. 0/7 target roles.]",NOT FOUND [ToyyibPay Sdn Bhd is a small Malaysian payment gateway. No public C-suite leadership data available. conf 85],NOT FOUND [ToyyibPay Sdn Bhd is a small Malaysian payment gateway. No public C-suite leadership data available. conf 85],NOT FOUND [ToyyibPay Sdn Bhd is a small Malaysian payment gateway. No public C-suite leadership data available. conf 85],NOT FOUND [ToyyibPay Sdn Bhd is a small Malaysian payment gateway. No public C-suite leadership data available. conf 85],NOT FOUND [ToyyibPay Sdn Bhd is a small Malaysian payment gateway. No public C-suite leadership data available. conf 85],NOT FOUND [ToyyibPay Sdn Bhd is a small Malaysian payment gateway. No public C-suite leadership data available. conf 85]
4,Card Schemes,UOB Lazada Visa Card,"Tobias Gondrom (Group CISO, UOB Group) [Web search, conf 75] [INHERITED from UOB Malaysia Berhad - product brand governance]",Tan Tii Lam (CRO) + Loke Chee Keen Daniel (Compliance) [Group-level composite] [INHERITED from UOB Malaysia Berhad - product brand governance],Chang Yeong Gung (CFO) [INHERITED from UOB Malaysia Berhad - product brand governance],Tan Tii Lam (CRO) [INHERITED from UOB Malaysia Berhad - product brand governance],Loke Chee Keen Daniel (Head Compliance) [INHERITED from UOB Malaysia Berhad - product brand governance],Mohamad Fazli Bin Mohamad Sarujee (Head Technology & Operations) [INHERITED from UOB Malaysia Berhad - product brand governance],Wong See Hong Bill (Head Internal Audit) [INHERITED from UOB Malaysia Berhad - product brand governance]
1,Licensed Banks,UOB Malaysia Berhad,"Tobias Gondrom (Group CISO, UOB Group) [Web search, conf 75]",Tan Tii Lam (CRO) + Loke Chee Keen Daniel (Compliance) [Group-level composite],Chang Yeong Gung (CFO),Tan Tii Lam (CRO),Loke Chee Keen Daniel (Head Compliance),Mohamad Fazli Bin Mohamad Sarujee (Head Technology & Operations),Wong See Hong Bill (Head Internal Audit)
3,MSBs,Wallex Sdn Bhd,"NOT FOUND [Wallex = M-DAQ Global cross-border payments brand. Parent CEO: Tan Choon Seng (Group CEO M-DAQ, conf 90). No CISO/CFO/CRO/CTO/IA/GRC publicly named at Wallex or M-DAQ. Only compliance counsel (Indonesia-based) found.]",NOT FOUND [Wallex Sdn Bhd website (wallex.com.my) is a parked domain (Exabytes). No active web presence or public C-suite leadership data. Firecrawl agent confirmed no public data. conf 90],NOT FOUND [Wallex Sdn Bhd website (wallex.com.my) is a parked domain (Exabytes). No active web presence or public C-suite leadership data. Firecrawl agent confirmed no public data. conf 90],NOT FOUND [Wallex Sdn Bhd website (wallex.com.my) is a parked domain (Exabytes). No active web presence or public C-suite leadership data. Firecrawl agent confirmed no public data. conf 90],"Dee Patria Adithana, GRCP (Legal & Compliance Counsel, M-DAQ Global - parent) [Official: wallex.asia/en-sg/about-us + LinkedIn id.linkedin.com/in/dee-patria-adithana, conf 80 - Indonesia-based, inherited to Wallex Malaysia entity. Wallex.com DNS-fails; correct domain wallex.asia. M-DAQ HQ Singapore, PJ Malaysia office.]",NOT FOUND [Wallex Sdn Bhd website (wallex.com.my) is a parked domain (Exabytes). No active web presence or public C-suite leadership data. Firecrawl agent confirmed no public data. conf 90],NOT FOUND [Wallex Sdn Bhd website (wallex.com.my) is a parked domain (Exabytes). No active web presence or public C-suite leadership data. Firecrawl agent confirmed no public data. conf 90]
4,E-Money,WeChat Pay Malaysia (Tencent),NOT FOUND [WeChat Pay Malaysia is Tencent's cross-border payment product. No Malaysia-specific C-suite executives. Functions handled at Tencent/WeChat Pay HQ level (China). conf 90],NOT FOUND [WeChat Pay Malaysia is Tencent's cross-border payment product. No Malaysia-specific C-suite executives. Functions handled at Tencent/WeChat Pay HQ level (China). conf 90],NOT FOUND [WeChat Pay Malaysia is Tencent's cross-border payment product. No Malaysia-specific C-suite executives. Functions handled at Tencent/WeChat Pay HQ level (China). conf 90],NOT FOUND [WeChat Pay Malaysia is Tencent's cross-border payment product. No Malaysia-specific C-suite executives. Functions handled at Tencent/WeChat Pay HQ level (China). conf 90],NOT FOUND [WeChat Pay Malaysia is Tencent's cross-border payment product. No Malaysia-specific C-suite executives. Functions handled at Tencent/WeChat Pay HQ level (China). conf 90],NOT FOUND [WeChat Pay Malaysia is Tencent's cross-border payment product. No Malaysia-specific C-suite executives. Functions handled at Tencent/WeChat Pay HQ level (China). conf 90],NOT FOUND [WeChat Pay Malaysia is Tencent's cross-border payment product. No Malaysia-specific C-suite executives. Functions handled at Tencent/WeChat Pay HQ level (China). conf 90]
4,E-Money,WeChat Pay Malaysia Sdn Bhd,NOT FOUND [WeChat Pay Malaysia is Tencent's cross-border payment product. No Malaysia-specific C-suite executives. Functions handled at Tencent/WeChat Pay HQ level (China). conf 90],NOT FOUND [WeChat Pay Malaysia is Tencent's cross-border payment product. No Malaysia-specific C-suite executives. Functions handled at Tencent/WeChat Pay HQ level (China). conf 90],NOT FOUND [WeChat Pay Malaysia is Tencent's cross-border payment product. No Malaysia-specific C-suite executives. Functions handled at Tencent/WeChat Pay HQ level (China). conf 90],NOT FOUND [WeChat Pay Malaysia is Tencent's cross-border payment product. No Malaysia-specific C-suite executives. Functions handled at Tencent/WeChat Pay HQ level (China). conf 90],NOT FOUND [WeChat Pay Malaysia is Tencent's cross-border payment product. No Malaysia-specific C-suite executives. Functions handled at Tencent/WeChat Pay HQ level (China). conf 90],NOT FOUND [WeChat Pay Malaysia is Tencent's cross-border payment product. No Malaysia-specific C-suite executives. Functions handled at Tencent/WeChat Pay HQ level (China). conf 90],NOT FOUND [WeChat Pay Malaysia is Tencent's cross-border payment product. No Malaysia-specific C-suite executives. Functions handled at Tencent/WeChat Pay HQ level (China). conf 90]
3,MSBs,Wise (formerly TransferWise) Malaysia Sdn Bhd,"NOT FOUND [Official: owners.wise.com/governance/leadership-team (10 Wise Plc executives) — no CISO, Head of Information Security, or similar title. Wise Plc has CISO function (FCA/PRA required) but below leadership-team level, not publicly disclosed. Wise Malaysia MSB local CISO unlikely. conf 35]","Jessica Winter (Chief Legal Officer / General Counsel, Wise Plc global) [Official: owners.wise.com/governance/leadership-team, conf 65 - General Counsel at UK fintechs typically oversees governance, risk, and compliance coordination; Wise Malaysia subsidiary inherits from parent]","Emmanuel Thomassin (Chief Financial Officer, Wise Plc global) [Official: owners.wise.com/governance/leadership-team, conf 95]","NOT FOUND [Official: owners.wise.com/governance/leadership-team — no CRO or Head of Risk on Wise Plc leadership page. Rohan Basu (Head of Global Operations, former Global Head of Financial Crime Operations) is closest functional match for financial crime risk. Wise Malaysia MSB likely has no local CRO. conf 30]","Nita Patel (Group Chief Compliance Officer, Wise Plc global) [Official: owners.wise.com/governance/leadership-team, conf 95]","Harsh Sinha (Chief Technology Officer, Wise Plc global) [Official: owners.wise.com/governance/leadership-team, conf 95]",NOT FOUND [Official: owners.wise.com/governance/leadership-team — no Head of Internal Audit or Group Internal Audit Director. Wise Plc has Audit Committee at board level (UK Corporate Governance Code required) but IA head below leadership-team level. Wise Malaysia local IA likely outsourced. conf 35]
3,MSBs,Xendit Technologies (Malaysia) Sdn Bhd,"NOT FOUND [Malaysia entity formed via Payex acquisition 2023-2025. No Malaysia-specific CISO/CFO/CRO/Compliance/IA/GRC publicly listed. Parent Xendit (Indonesia unicorn) CTO inherited for CIO/CTO role. Offices in Penang + KL, 4500+ MY businesses onboarded.]",NOT FOUND [Xendit Technologies Malaysia is a subsidiary of Indonesian Xendit (Payex acquisition). No Malaysia-specific C-suite executives for target roles. Functions handled at Xendit HQ (Jakarta). conf 90],NOT FOUND [Xendit Technologies Malaysia is a subsidiary of Indonesian Xendit (Payex acquisition). No Malaysia-specific C-suite executives for target roles. Functions handled at Xendit HQ (Jakarta). conf 90],NOT FOUND [Xendit Technologies Malaysia is a subsidiary of Indonesian Xendit (Payex acquisition). No Malaysia-specific C-suite executives for target roles. Functions handled at Xendit HQ (Jakarta). conf 90],NOT FOUND [Xendit Technologies Malaysia is a subsidiary of Indonesian Xendit (Payex acquisition). No Malaysia-specific C-suite executives for target roles. Functions handled at Xendit HQ (Jakarta). conf 90],"Bo Chen (Chief Technology Officer, Xendit - parent) [Official: xendit.co/en/company/, conf 80 - inherited to Malaysia entity. Xendit acquired Payex (BNM-licensed) 2023, full acquisition 2025. Malaysia Country Manager: Jayson Poon (official press release Oct 2025, conf 98, non-target). GM Malaysia: Jason Siew (press release Sep 2025, conf 98, non-target). Parent CEO: Moses Lo, COO: Tessa Wijaya (non-target).]",NOT FOUND [Xendit Technologies Malaysia is a subsidiary of Indonesian Xendit (Payex acquisition). No Malaysia-specific C-suite executives for target roles. Functions handled at Xendit HQ (Jakarta). conf 90]
